timestamp,acc_x,acc_y,acc_z
0,37,-117,76
1,33,-119,76
2,32,-118,75
2,28,-117,71
3,28,-121,69
3,27,-125,70
4,29,-128,75
5,32,-128,83
5,32,-129,85
5,30,-129,84
6,27,-128,80
6,24,-129,74
7,19,-128,72
7,20,-126,67
7,21,-124,63
7,22,-122,62
8,21,-122,59
8,20,-122,58
8,19,-122,58
8,12,-122,59
9,13,-119,61
9,9,-124,59
9,3,-126,57
9,5,-126,58
10,5,-124,60
10,7,-122,63
10,7,-122,62
10,2,-120,61
11,2,-120,62
11,2,-118,62
11,1,-119,65
11,-4,-119,64
12,-9,-118,64
12,-6,-115,65
12,-5,-111,66
12,-5,-110,68
13,-4,-108,67
13,-1,-106,70
13,0,-106,71
13,0,-110,72
14,-3,-113,76
14,-1,-119,76
14,-1,-125,76
14,-1,-133,76
14,2,-132,79
14,4,-129,80
16,7,-127,79
16,10,-125,79
16,8,-127,77
16,9,-126,74
17,9,-126,72
17,9,-125,69
18,8,-123,67
18,8,-122,65
18,7,-121,64
18,6,-121,64
19,5,-121,64
19,2,-122,64
19,1,-123,66
20,1,-123,68
20,0,-123,70
20,0,-124,71
20,0,-125,72
21,-1,-125,73
21,1,-124,73
22,2,-124,71
23,3,-122,70
23,8,-121,69
23,6,-121,67
24,6,-122,67
24,5,-122,66
24,3,-122,66
24,1,-123,66
24,1,-122,67
25,0,-122,69
25,0,-123,69
25,0,-123,70
25,0,-123,69
26,0,-123,69
26,1,-125,68
26,2,-125,66
26,3,-124,66
27,3,-123,65
27,3,-124,64
27,2,-124,63
27,2,-124,63
28,0,-126,61
28,0,-125,61
28,0,-127,61
28,0,-127,61
29,0,-128,62
29,1,-128,61
29,0,-128,63
43,0,-129,61
65,-1,-129,60
87,-6,-130,57
109,-7,-131,56
130,-9,-129,55
153,-15,-127,52
174,-21,-126,49
196,-26,-126,43
218,-24,-123,44
240,-22,-117,39
262,-18,-111,31
283,-15,-95,28
306,-9,-81,36
328,-1,-66,41
349,5,-55,38
370,3,-40,35
392,1,-23,40
415,12,20,63
437,38,46,84
459,52,68,70
481,53,79,56
503,60,101,44
525,76,122,56
546,80,144,91
569,87,156,83
591,72,162,72
613,71,180,94
635,68,196,137
656,41,192,144
678,23,176,112
700,64,189,140
722,103,195,173
744,70,173,164
766,29,161,166
788,39,168,169
810,78,162,158
832,77,155,150
854,63,150,139
876,27,140,132
897,11,128,124
919,27,125,114
941,53,128,99
962,50,129,88
985,43,129,79
1007,32,128,71
1029,29,127,68
1051,30,126,64
1073,33,124,58
1095,32,123,59
1117,23,121,59
1138,17,116,57
1160,18,116,59
1182,22,116,61
1204,26,115,65
1226,22,113,64
1247,19,114,64
1270,23,117,65
1291,26,118,65
1314,29,119,65
1336,30,123,64
1358,28,122,65
1379,26,121,64
1401,30,122,65
1423,32,123,66
1445,34,123,66
1467,32,123,67
1489,32,124,68
1511,34,124,67
1533,36,123,68
1555,36,124,67
1577,32,123,68
1599,29,123,67
1621,31,125,68
1641,32,124,68
1663,31,124,66
1685,29,125,67
1708,26,124,65
1730,24,123,65
1752,26,122,64
1774,27,121,64
1796,26,122,64
1818,24,122,64
1840,22,123,64
1861,24,123,65
1883,24,123,66
1904,21,123,67
1926,20,124,69
1949,19,123,67
1971,18,121,67
1993,17,122,66
