timestamp,acc_x,acc_y,acc_z
0,57,0,144
0,57,0,143
0,56,-2,142
0,53,-3,141
0,53,-1,140
1,51,-2,140
1,52,-3,139
1,54,-3,142
1,53,-4,140
2,53,-5,140
2,56,-2,140
2,55,-3,137
2,54,-5,135
2,55,-6,136
3,57,-6,135
3,55,-8,134
3,54,-9,134
3,56,-10,136
3,57,-11,136
4,57,-11,135
4,59,-12,136
4,61,-12,135
4,63,-14,135
4,64,-14,137
4,64,-15,135
5,64,-16,136
5,65,-17,138
5,64,-17,138
5,63,-16,139
5,63,-16,139
5,62,-17,136
6,61,-17,136
6,60,-19,135
6,60,-19,136
6,61,-16,141
7,64,-12,142
7,63,-9,141
7,61,-9,139
7,59,-11,136
8,56,-13,133
8,47,-20,126
8,46,-20,128
8,53,-17,134
8,53,-18,136
9,53,-17,136
9,53,-19,138
9,53,-23,140
9,52,-25,142
9,49,-24,144
9,47,-24,141
9,46,-24,137
9,49,-25,135
10,50,-29,132
11,52,-30,133
12,55,-31,134
13,58,-30,135
13,61,-28,140
13,64,-25,147
13,58,-20,140
13,54,-24,136
13,56,-26,138
14,59,-25,140
14,58,-23,139
14,55,-21,139
14,57,-19,141
16,55,-20,139
16,52,-19,142
17,52,-18,141
17,47,-20,137
17,46,-22,137
17,46,-23,137
18,45,-25,138
18,46,-25,137
18,46,-26,136
18,49,-26,137
19,54,-24,141
19,54,-22,141
19,53,-23,139
19,50,-23,139
20,48,-25,138
20,48,-25,137
20,45,-27,134
21,44,-30,132
21,46,-31,132
22,49,-30,133
22,51,-28,137
22,52,-26,138
22,54,-25,139
22,53,-26,141
23,51,-27,141
23,50,-27,137
23,49,-28,138
31,49,-28,139
52,51,-27,139
74,50,-26,138
97,49,-27,138
118,49,-27,138
139,47,-27,137
163,46,-27,136
185,50,-27,136
205,51,-28,132
228,53,-27,132
250,56,-26,133
271,55,-25,135
293,53,-25,130
316,51,-25,129
337,53,-27,123
360,56,-27,114
381,55,-24,110
404,51,-25,88
425,42,-26,69
447,31,-20,54
469,23,4,61
489,4,25,75
510,-15,37,81
532,-30,45,79
554,-40,61,92
577,-42,81,113
598,-44,99,128
620,-36,140,166
642,-17,153,178
664,-29,142,165
686,-27,168,183
708,24,198,191
730,39,207,206
752,29,185,206
773,55,180,213
795,73,166,199
817,85,151,190
839,91,137,193
861,98,126,179
883,122,108,163
905,135,100,150
927,136,92,140
949,133,83,135
971,137,77,125
993,143,73,111
1014,131,58,99
1036,121,49,90
1058,113,38,81
1080,108,33,73
1102,92,21,64
1124,78,12,58
1146,55,2,40
1167,34,-11,35
1188,25,-13,34
1211,17,-15,35
1232,5,-16,32
1255,-11,-15,38
1277,-25,-14,47
1298,-35,-4,70
1320,-42,-12,74
1342,-55,-12,95
1365,-42,-1,132
1386,-23,9,168
1408,-18,5,190
1430,8,8,214
1451,30,9,228
1473,45,7,230
1495,54,1,219
1517,51,-8,200
1540,44,-14,189
1561,50,-18,170
1583,41,-24,161
1604,41,-24,155
1626,41,-23,150
1648,41,-19,148
1670,46,-15,145
1693,47,-15,139
1714,48,-14,139
1737,50,-12,140
1758,53,-11,137
1780,52,-12,139
1802,49,-11,138
1824,51,-15,136
1846,49,-17,136
1868,49,-17,139
1889,49,-18,138
1911,46,-20,137
1934,48,-21,138
1955,51,-20,140
1977,52,-19,141
1999,52,-19,141
