timestamp,acc_x,acc_y,acc_z
0,51,-62,125
1,46,-60,127
1,45,-56,128
2,47,-56,129
2,47,-56,126
3,50,-57,125
3,54,-58,124
4,57,-59,123
4,57,-61,122
4,56,-63,123
5,55,-64,123
5,54,-64,123
6,53,-62,124
6,51,-63,123
6,51,-62,124
7,51,-61,125
7,52,-61,125
8,54,-61,125
8,52,-62,126
8,53,-62,127
9,51,-62,125
9,50,-63,123
9,51,-65,122
10,51,-65,123
10,53,-64,122
10,55,-64,123
11,55,-63,123
11,54,-62,123
12,54,-62,123
12,52,-63,122
12,52,-63,121
14,52,-63,120
16,52,-64,120
19,52,-64,120
20,51,-65,120
21,51,-65,122
22,53,-64,124
22,55,-64,124
28,55,-64,125
28,55,-64,126
28,56,-63,127
30,57,-63,126
30,56,-64,125
32,56,-63,126
32,56,-63,126
32,55,-64,124
33,54,-64,124
33,54,-64,125
33,55,-63,124
34,53,-62,123
34,53,-64,123
34,52,-64,121
35,52,-64,120
35,52,-64,119
35,53,-63,119
36,53,-64,120
36,53,-64,120
36,54,-64,121
37,55,-64,121
37,55,-62,122
37,53,-59,122
38,51,-57,122
38,50,-59,122
38,50,-61,124
38,54,-59,127
40,54,-61,128
40,54,-60,127
41,56,-60,127
42,57,-61,126
43,57,-62,126
43,55,-61,124
44,55,-61,123
44,56,-59,122
44,53,-60,122
46,52,-61,121
46,52,-61,121
47,54,-61,121
47,54,-62,121
48,58,-63,120
48,62,-64,122
48,62,-64,125
49,61,-64,126
49,61,-61,127
50,63,-60,128
50,63,-61,127
50,63,-61,126
51,60,-61,125
52,58,-61,124
52,57,-62,124
52,57,-62,122
53,58,-63,121
53,57,-61,122
53,57,-60,121
54,56,-60,120
76,58,-61,121
98,58,-61,119
119,57,-60,120
143,57,-61,120
164,57,-61,119
186,58,-61,120
208,57,-60,120
230,57,-58,119
252,54,-60,120
274,54,-58,122
296,50,-57,123
317,46,-51,126
339,40,-44,127
361,32,-33,131
383,14,-16,136
405,1,-11,144
426,-9,-10,151
449,-18,-13,160
471,-22,-19,167
493,-16,-20,181
515,-1,-19,199
537,11,-18,204
559,36,-9,207
580,63,0,207
603,86,7,203
624,101,4,186
646,117,-7,153
668,124,-10,136
690,128,-15,111
712,129,-24,89
734,124,-34,78
756,118,-36,71
778,114,-36,51
800,113,-37,39
822,113,-41,33
844,107,-49,30
866,108,-53,20
887,106,-54,8
910,110,-60,1
931,112,-58,8
953,111,-49,16
976,111,-38,19
997,115,-28,25
1019,122,-14,35
1041,127,-4,50
1063,132,5,61
1085,129,18,71
1107,128,27,92
1129,125,35,116
1150,111,44,145
1172,106,43,186
1194,93,37,208
1216,74,33,238
1238,62,26,231
1260,58,21,208
1282,60,28,212
1304,47,42,224
1326,25,41,212
1348,-8,33,195
1370,-18,32,182
1392,-22,34,185
1413,-11,42,187
1435,-2,45,177
1457,0,43,172
1479,7,49,174
1501,30,55,169
1523,46,59,164
1545,55,62,157
1567,68,67,142
1589,88,70,131
1611,98,66,118
1633,117,65,111
1655,125,61,106
1676,128,56,101
1698,127,57,97
1720,131,57,94
1742,132,58,91
1764,131,57,98
1786,125,51,97
1808,120,44,96
1830,103,41,107
1853,88,29,97
1873,80,5,79
1895,82,-7,84
1917,93,-2,98
1938,91,7,111
1960,96,16,108
1982,95,21,116
