timestamp,acc_x,acc_y,acc_z
0,15,-75,144
0,19,-77,135
0,25,-77,128
0,31,-77,123
1,29,-80,116
1,23,-87,106
1,16,-90,101
1,11,-90,100
1,8,-90,101
1,2,-92,101
1,-2,-91,99
3,0,-89,99
3,7,-83,109
3,11,-83,118
3,6,-84,122
4,1,-85,122
4,0,-84,121
4,1,-82,122
4,0,-81,123
4,0,-81,122
5,0,-82,123
5,0,-84,123
5,-1,-83,121
5,-1,-83,120
6,-1,-86,119
6,-3,-88,117
6,0,-88,118
6,-3,-88,118
7,-3,-87,117
7,-6,-87,118
8,-5,-87,117
8,-2,-86,119
8,0,-84,118
8,-1,-85,118
8,-2,-85,116
9,-3,-84,118
9,-2,-79,120
9,-6,-79,125
9,-6,-79,123
10,-7,-79,124
10,-6,-79,125
10,-4,-78,126
12,-10,-80,124
13,-9,-80,126
13,-9,-81,123
13,-10,-80,123
14,-11,-79,123
14,-10,-77,122
14,-8,-77,120
14,-7,-77,122
15,-3,-79,121
15,1,-80,120
15,5,-80,119
15,1,-82,120
15,-4,-84,119
16,-5,-83,120
16,-1,-82,122
16,-1,-80,121
16,0,-81,122
17,-1,-82,123
17,-4,-84,120
18,-6,-85,121
18,-6,-85,120
19,-6,-84,120
19,-5,-82,121
19,-5,-80,123
19,-6,-77,124
20,-4,-78,123
20,-1,-79,123
20,-1,-81,121
21,-5,-82,122
21,-7,-83,122
21,-8,-83,123
21,-8,-82,123
21,-7,-80,123
21,-6,-78,125
23,-5,-77,125
23,-5,-78,124
23,-4,-80,123
23,-6,-81,122
24,-6,-82,121
24,-8,-82,121
24,-9,-82,123
24,-10,-82,123
25,-10,-79,124
25,-9,-80,125
25,-9,-78,124
26,-7,-79,123
26,-7,-80,122
26,-8,-81,121
26,-10,-81,122
27,-10,-83,122
27,-12,-83,124
41,-14,-83,123
62,-16,-83,122
84,-16,-81,121
107,-15,-79,121
128,-19,-76,120
150,-22,-72,120
173,-26,-69,116
195,-31,-64,116
217,-35,-59,116
238,-43,-55,110
259,-50,-48,93
281,-51,-46,84
303,-44,-44,78
325,-33,-41,75
348,-25,-36,85
369,-20,-28,95
392,-18,-17,121
414,-18,-15,129
435,-10,-12,134
457,6,-6,149
479,24,-1,167
501,34,-1,176
523,39,-7,190
544,38,-14,180
566,43,-22,171
589,54,-26,171
610,63,-28,183
633,57,-32,183
654,52,-31,177
677,37,-30,178
697,34,-34,195
719,5,-37,186
741,10,-31,178
764,11,-25,179
786,10,-12,189
808,14,-6,203
830,9,-1,213
852,2,-2,211
874,4,-1,205
895,7,0,194
916,9,-3,188
937,15,-6,183
960,13,-10,179
982,6,-12,161
1004,1,-15,143
1026,1,-16,126
1048,8,-19,107
1069,30,-32,75
1092,41,-39,63
1113,48,-49,55
1136,54,-64,49
1157,53,-77,49
1179,45,-87,40
1201,33,-103,31
1223,27,-109,25
1245,27,-117,14
1267,27,-127,8
1288,28,-129,4
1311,26,-129,5
1333,26,-132,12
1355,26,-134,17
1377,27,-134,26
1405,24,-134,35
1420,23,-135,39
1442,24,-134,41
1464,27,-129,48
1487,31,-130,58
1508,32,-128,60
1529,30,-127,62
1551,31,-123,61
1574,32,-124,62
1596,33,-123,57
1617,31,-122,58
1640,32,-123,60
1661,32,-124,55
1683,31,-123,54
1705,32,-125,56
1726,30,-126,54
1749,29,-127,52
1771,29,-126,53
1793,30,-126,55
1815,27,-126,55
1837,25,-125,54
1859,27,-126,54
1880,26,-125,55
1901,28,-125,54
1924,27,-127,54
1946,28,-128,56
1968,29,-128,54
1990,30,-126,55
