timestamp,acc_x,acc_y,acc_z
0,31,-103,95
2,33,-105,96
2,34,-106,96
3,34,-108,96
3,33,-109,95
4,34,-111,94
4,33,-111,93
5,34,-109,96
6,34,-105,99
6,34,-104,99
7,32,-105,96
7,33,-100,98
8,38,-96,100
8,38,-96,101
9,37,-96,101
10,35,-96,99
11,33,-97,99
12,35,-98,100
15,33,-97,101
16,32,-96,99
16,33,-97,100
17,34,-100,98
17,32,-100,98
18,32,-100,97
18,31,-101,97
18,31,-100,98
18,31,-102,98
28,30,-101,98
29,30,-99,98
29,30,-98,99
30,30,-101,98
30,30,-100,99
31,30,-98,99
32,29,-97,100
32,29,-99,101
33,29,-100,101
33,30,-101,101
35,29,-100,102
35,28,-100,102
36,28,-100,101
36,30,-99,102
37,30,-99,102
38,31,-101,103
38,31,-100,102
41,31,-99,101
42,32,-99,101
42,32,-98,99
43,31,-98,100
43,30,-98,98
44,31,-101,99
44,31,-103,98
45,30,-101,101
46,30,-101,100
46,31,-101,102
47,32,-99,101
47,32,-98,102
48,31,-98,103
48,30,-97,103
50,32,-99,103
50,30,-99,103
51,29,-98,104
51,28,-98,103
52,30,-97,103
53,31,-98,103
53,32,-97,102
55,32,-97,102
56,32,-97,101
57,32,-99,98
58,30,-99,100
59,30,-97,99
61,30,-98,100
61,29,-99,101
62,27,-100,101
63,29,-99,102
63,29,-100,103
64,28,-98,104
69,29,-100,105
69,30,-99,104
71,32,-99,104
72,31,-98,105
72,30,-98,102
73,30,-98,101
74,29,-100,100
76,29,-100,100
77,28,-100,99
78,27,-99,101
78,28,-99,98
80,29,-98,101
80,28,-99,100
81,28,-98,102
82,29,-97,101
85,31,-97,101
86,31,-97,101
87,29,-99,101
88,27,-98,101
96,25,-96,102
118,23,-97,103
140,23,-96,102
162,20,-95,102
183,18,-90,102
206,16,-86,101
228,13,-78,101
250,8,-70,106
270,0,-68,109
294,-8,-66,114
316,-16,-61,127
337,-21,-59,138
359,-24,-58,148
381,-26,-58,160
403,-28,-62,173
425,-27,-63,180
447,-16,-60,182
469,10,-54,187
491,37,-47,190
513,58,-44,179
535,79,-41,163
556,101,-38,150
579,130,-38,114
600,138,-44,90
622,134,-51,68
644,134,-54,46
666,128,-62,25
688,129,-68,15
709,125,-80,-9
731,120,-85,-23
754,117,-89,-29
776,115,-89,-30
798,114,-84,-24
820,109,-77,-22
841,98,-67,-19
863,97,-61,-15
884,97,-50,-3
907,102,-38,12
929,98,-32,22
951,98,-27,37
973,118,-17,59
994,122,-6,85
1017,112,-3,121
1039,96,-12,154
1060,86,-21,160
1082,79,-10,180
1104,77,8,222
1126,44,6,232
1148,16,3,248
1170,-3,5,257
1192,-22,6,257
1214,-41,9,250
1236,-55,10,223
1258,-46,12,209
1280,-33,15,197
1301,-21,15,189
1323,-15,18,182
1345,-2,19,186
1367,33,21,183
1389,49,22,178
1411,60,19,167
1433,66,18,158
1456,87,23,151
1477,105,27,136
1499,124,22,107
1521,124,21,105
1543,133,17,101
1564,143,12,88
1585,150,2,74
1607,153,-6,65
1630,154,-18,56
1652,152,-26,51
1675,151,-33,52
1696,148,-39,51
1718,143,-43,52
1739,130,-45,62
1762,111,-43,77
1784,107,-45,81
1806,104,-45,87
1828,96,-45,92
1850,92,-44,97
1872,95,-40,104
1893,89,-39,110
1915,90,-39,113
1937,92,-37,115
1959,91,-36,117
1980,87,-37,117
